#Amsterdam,Berlin,Delhi,London,Melbourne,Montpellier,Mumbai,Munich,Paris,Pune
18.15,19.94,34.28,21.49,10.82,24.76,27.01,15.89,20.89,24.24
18.02,19.02,34.8,22.38,9.67,26.21,26.46,17.23,22.19,23.63
18.15,20.0,35.74,21.9,10.87,27.34,26.46,17.81,22.66,23.7
17.12,19.71,36.15,21.24,10.59,27.08,25.9,18.95,19.83,23.27
16.82,17.75,35.57,17.03,9.15,26.59,25.99,16.42,17.55,23.39
17.86,18.02,34.25,17.55,7.68,25.41,26.53,14.61,17.73,23.51
18.02,17.56,32.79,18.25,7.84,24.35,26.34,16.38,18.76,23.61
18.0,20.47,31.31,19.07,9.8,26.42,26.32,18.87,19.95,23.71
18.17,19.69,29.53,20.13,9.03,26.46,26.45,20.66,21.39,23.8
19.49,19.57,30.72,21.51,8.22,26.07,26.14,20.42,22.46,23.19
21.21,22.1,31.4,21.88,8.86,23.18,26.4,18.12,21.89,23.4
19.24,22.25,32.81,19.27,10.34,25.22,26.31,18.46,19.82,23.5
19.4,22.06,33.44,19.99,9.72,25.45,26.21,19.7,20.41,23.61
19.42,21.49,32.74,20.11,9.16,26.59,26.14,20.06,21.34,23.34
19.58,21.34,31.07,19.33,7.78,25.81,26.01,21.54,19.65,23.06
20.52,22.29,30.25,21.71,8.68,23.75,26.03,17.32,19.36,23.04
20.0,22.44,28.86,22.47,8.58,24.18,26.12,16.58,20.68,23.02
21.96,22.76,30.26,24.12,8.54,26.0,25.92,18.14,22.69,22.91
23.23,25.12,30.91,22.83,10.41,25.54,25.89,20.07,23.75,23.15
23.18,26.44,30.22,23.38,9.13,28.23,25.92,21.97,24.32,23.17
25.0,26.22,27.81,25.05,8.65,28.01,26.0,21.52,26.95,23.19
25.36,25.9,28.14,24.13,10.98,26.74,25.9,21.25,26.37,23.1
20.23,26.27,28.37,18.5,11.81,26.86,26.11,21.53,20.73,23.45
20.26,24.1,28.94,17.73,10.32,26.58,26.09,20.58,21.12,23.51
22.0,27.57,28.8,19.36,9.25,27.95,25.92,24.32,22.2,23.47
20.56,29.47,29.01,18.68,10.68,29.14,26.07,25.14,21.81,23.6
20.86,28.23,28.89,18.81,9.77,30.75,26.0,25.37,21.84,22.97
21.93,25.45,28.78,21.28,9.21,31.21,26.0,22.4,22.95,23.36
22.92,26.61,28.56,24.52,11.41,30.58,25.94,23.47,24.37,23.1
21.51,27.45,27.65,22.06,10.0,31.67,25.58,25.31,23.95,22.65
20.16,22.5,27.05,20.85,12.43,30.68,25.88,23.85,22.19,23.09
21.91,22.97,27.41,22.63,9.08,28.59,25.86,23.0,24.12,22.85
24.45,27.22,27.82,22.78,9.23,26.59,26.05,24.81,25.76,23.13
20.75,28.95,27.95,18.74,9.59,26.18,25.88,22.66,21.47,22.69
18.93,27.65,29.61,15.04,8.69,25.04,25.97,23.12,17.02,23.36
17.65,21.36,30.45,14.31,11.95,24.43,26.1,15.81,16.84,23.39
16.26,19.05,29.32,15.54,8.71,25.13,26.03,17.3,18.44,23.4
19.39,20.18,29.18,16.96,8.82,25.1,25.83,20.3,20.45,22.84
18.2,22.3,28.68,18.17,11.09,25.15,25.67,20.61,19.04,22.67
18.52,21.12,29.49,18.7,11.2,24.59,26.02,17.3,18.93,23.6
19.38,20.9,29.96,19.32,11.98,25.35,25.72,17.89,19.91,22.71
19.09,23.59,29.45,16.48,9.13,24.78,25.61,19.26,21.1,22.64
18.35,24.58,29.01,16.01,9.95,23.81,25.28,20.97,18.64,22.58
18.55,22.11,29.83,18.53,9.08,24.79,25.54,20.0,18.21,22.91
19.08,23.45,29.76,20.32,8.79,26.46,25.77,21.36,20.47,23.09
19.48,22.04,29.34,20.66,8.73,27.29,25.52,21.69,20.95,22.73
20.34,19.87,28.92,20.55,9.19,27.05,25.24,21.44,21.09,22.35
19.89,21.7,28.75,19.88,9.4,27.11,25.72,22.94,22.13,22.98
18.83,26.13,28.65,18.49,9.85,27.71,25.65,19.86,20.51,22.96
16.01,20.86,28.62,13.6,9.85,24.32,25.69,17.48,16.51,22.93
14.26,16.77,28.76,13.32,10.21,20.44,25.61,12.8,14.68,22.71
15.05,15.7,28.48,14.26,9.13,21.44,25.58,11.49,16.63,22.72
17.24,17.59,28.48,16.51,7.89,23.36,25.61,14.83,18.03,22.94
17.76,18.02,28.42,16.12,7.57,23.94,25.52,18.14,18.19,22.75
15.69,20.63,28.5,14.99,7.69,25.0,25.8,19.85,16.54,22.87
15.93,17.76,28.87,14.56,8.3,22.23,25.55,15.89,16.54,22.65
15.29,16.17,27.99,15.01,10.79,22.8,25.58,12.92,15.68,22.54
15.67,17.44,26.07,16.02,9.27,22.11,25.59,11.31,15.33,22.68
16.13,19.22,26.76,15.99,8.24,21.54,25.51,12.99,15.98,22.59
18.37,22.72,27.17,16.6,8.71,21.33,25.34,14.93,17.98,22.64
19.85,20.62,27.48,15.34,10.26,22.12,25.05,15.13,18.44,22.21
18.31,20.19,27.59,16.23,12.51,22.17,25.33,16.85,19.43,22.43
16.68,20.69,28.45,14.91,13.68,22.61,25.28,18.42,17.53,22.2
14.98,19.42,27.69,12.71,9.89,23.29,25.14,15.9,15.02,22.09
15.52,16.97,27.03,13.67,10.63,21.73,25.09,15.56,16.07,21.48
17.7,19.6,26.85,17.2,12.19,21.97,25.04,17.02,18.76,21.64
16.82,19.63,27.44,16.4,12.4,24.27,25.34,17.95,17.49,22.24
18.09,20.41,27.58,18.86,14.84,23.82,25.32,18.44,19.65,22.86
15.29,20.43,27.4,13.72,12.09,22.25,25.16,20.26,19.71,22.08
15.08,14.67,26.7,13.09,12.17,25.07,25.26,19.11,15.83,21.85
14.7,15.85,26.45,13.09,13.99,23.89,25.66,15.8,14.63,22.6
15.51,15.72,26.69,15.03,10.85,22.69,26.33,15.13,15.38,23.38
15.69,16.34,26.35,16.9,9.34,22.15,25.56,15.94,17.14,23.3
17.28,19.57,27.26,18.18,11.19,21.69,25.28,18.67,18.96,22.59
17.91,21.61,26.8,17.8,12.91,22.19,25.48,18.74,19.37,22.71
18.56,22.1,26.79,18.15,9.32,23.89,25.58,18.67,18.74,22.83
18.84,22.3,26.69,17.99,10.73,25.28,26.2,18.59,18.75,23.89
15.42,20.17,26.75,13.23,12.29,24.14,26.96,18.04,15.12,24.16
13.61,14.09,25.09,11.34,12.31,23.4,26.36,12.16,13.91,23.32
11.36,10.8,25.89,9.63,10.71,25.34,26.32,15.8,16.01,23.44
11.88,9.56,25.58,9.48,10.76,20.19,26.19,7.57,11.17,23.48
12.24,8.87,25.3,10.71,10.03,18.8,26.19,6.35,10.24,23.87
14.04,11.46,25.17,13.02,10.89,18.88,27.0,8.64,11.84,24.63
15.45,16.78,25.73,13.59,14.18,18.11,27.41,13.6,15.33,24.34
12.81,12.43,26.53,11.62,10.22,22.17,27.7,13.2,13.42,24.56
12.16,9.73,26.41,11.13,9.63,20.94,27.81,9.34,10.62,24.97
12.04,10.97,24.99,9.61,11.27,20.36,27.84,10.95,10.61,24.82
11.04,9.42,25.47,9.49,13.72,16.44,28.03,8.69,10.39,25.37
12.78,8.17,25.98,14.04,15.75,17.11,28.42,7.09,12.33,25.07
13.08,10.42,26.91,13.47,13.87,19.16,28.2,9.39,14.47,24.83
14.85,10.35,25.59,13.11,12.11,19.28,28.29,9.83,13.19,24.45
14.37,12.98,25.27,14.15,12.64,19.3,27.95,11.79,14.24,24.81
13.71,14.9,24.96,9.52,14.9,18.83,27.39,13.79,15.6,24.0
11.72,11.45,25.06,8.26,16.32,15.56,27.69,13.91,12.91,25.12
11.8,9.63,25.15,10.78,18.19,16.84,28.27,12.5,11.46,25.02
12.22,12.27,25.22,12.51,13.58,18.77,27.39,12.33,13.22,24.01
14.23,14.88,24.68,14.58,12.02,18.86,26.96,13.45,16.11,24.03
16.09,15.95,24.55,16.05,12.34,19.57,27.09,14.48,18.36,23.45
17.43,16.38,24.05,16.73,14.52,19.76,27.81,15.25,18.02,24.57
17.82,16.82,21.83,18.91,16.51,19.22,27.45,14.83,19.3,23.68
16.82,15.72,22.01,13.4,18.48,19.4,27.17,13.97,18.51,23.52
16.13,14.99,22.86,13.04,20.24,18.91,26.91,14.26,17.76,23.58
16.34,15.09,23.57,14.51,18.36,17.23,26.95,13.16,17.03,23.72
14.56,14.91,25.26,12.86,16.7,17.73,27.28,12.89,15.17,23.81
12.43,12.94,24.37,10.79,16.02,17.69,26.38,12.26,13.67,23.06
9.93,9.5,23.06,10.35,19.06,18.95,27.46,10.61,11.94,23.88
11.63,8.86,22.7,11.01,12.93,18.32,27.4,10.1,10.09,24.07
12.3,9.53,22.22,12.06,13.26,16.97,26.91,7.11,9.7,23.61
11.83,7.75,21.63,7.97,17.82,16.01,27.22,6.16,10.42,23.87
13.35,8.53,21.81,9.85,13.47,14.85,26.35,8.19,9.75,23.66
13.86,8.94,22.1,10.08,11.83,16.94,25.86,9.13,12.38,23.77
12.55,10.7,22.11,9.01,12.72,17.55,26.13,10.06,10.17,23.5
10.76,9.74,22.26,7.34,13.37,16.04,26.55,9.64,8.54,24.06
8.2,6.92,22.27,3.84,13.26,11.92,25.81,3.9,5.26,22.72
5.81,5.36,22.1,5.62,11.42,8.93,25.6,1.33,4.75,21.93
5.8,3.93,22.79,4.39,12.5,7.0,24.76,6.31,3.56,21.13
6.61,11.34,22.67,4.58,15.92,10.47,24.2,6.52,4.83,20.53
8.78,8.03,22.59,6.39,15.11,15.06,24.5,6.06,5.9,21.17
9.36,7.79,23.04,8.02,21.86,13.79,25.27,8.52,8.31,21.44
8.68,8.05,22.14,4.23,21.73,12.25,25.91,6.94,6.26,22.96
6.51,6.23,21.93,7.35,15.19,12.95,27.1,7.74,4.35,24.53
6.06,8.5,21.49,8.51,16.0,14.98,27.92,8.97,6.74,24.34
7.53,9.98,17.93,9.85,20.03,16.42,27.41,11.01,11.78,23.15
10.81,10.04,17.41,11.95,16.48,14.29,27.5,10.96,12.42,23.77
10.67,9.63,17.77,10.91,12.04,14.39,26.33,10.28,9.36,23.25
9.23,8.81,20.07,8.3,12.4,12.8,25.53,8.41,7.63,22.59
8.81,8.82,20.14,9.64,14.4,15.89,25.96,7.49,8.52,22.79
10.77,8.08,19.92,11.09,15.13,15.38,25.56,7.88,10.71,22.22
10.27,8.8,20.09,10.39,14.69,16.48,25.0,8.63,10.82,21.44
9.28,10.52,21.76,10.56,19.5,17.12,24.67,9.37,9.34,20.97
9.26,9.44,21.11,9.66,21.35,16.66,24.85,8.17,8.2,20.8
8.31,6.73,21.06,9.96,15.66,14.83,24.63,6.39,7.91,20.86
6.36,5.95,20.15,11.18,13.85,15.38,24.97,3.92,7.26,20.35
3.87,4.11,17.97,9.05,13.38,13.96,24.89,1.18,6.74,21.07
3.92,0.73,18.37,6.53,13.99,12.28,25.19,0.63,3.03,21.51
2.74,0.89,20.17,5.77,17.54,10.2,26.02,-0.65,1.98,22.98
5.06,3.36,19.37,5.59,21.87,7.24,26.53,-1.64,0.91,23.73
3.2,1.5,19.8,3.3,21.43,9.15,26.79,0.14,0.66,24.17
2.56,0.46,18.78,2.35,15.92,10.76,27.18,0.27,-0.98,23.98
2.45,0.1,18.7,2.27,11.84,12.11,27.06,1.78,1.82,22.87
2.41,0.6,18.01,5.85,12.75,13.29,26.33,2.5,4.17,21.78
2.24,0.27,17.51,6.96,14.32,10.17,25.83,3.24,6.09,21.65
3.58,2.33,18.12,5.87,14.79,10.03,25.7,2.84,5.58,21.44
4.19,1.14,18.79,4.47,15.27,8.93,25.43,0.96,5.01,21.01
3.09,-1.32,19.9,5.91,15.37,8.54,24.94,-0.95,4.73,20.87
4.99,-1.32,19.08,10.87,16.37,9.7,24.85,-2.82,8.27,19.74
8.48,-0.74,17.91,10.6,15.43,11.78,24.42,-0.68,8.99,19.94
8.0,-0.15,17.34,7.71,15.56,11.15,24.44,2.26,7.78,20.05
7.19,1.57,17.64,9.38,20.9,9.62,24.18,2.83,7.66,19.52
10.33,3.81,18.33,11.88,15.8,11.12,24.47,3.68,12.67,20.19
10.16,9.01,17.2,9.58,16.08,12.02,24.83,9.26,12.13,21.07
5.85,5.17,16.93,4.55,15.6,12.24,24.72,5.82,7.74,21.14
5.04,0.94,16.49,9.52,16.81,11.31,25.21,2.96,8.74,21.47
9.86,3.48,16.28,10.75,23.51,11.81,24.56,5.36,10.33,20.9
9.54,8.84,15.0,9.25,26.87,11.25,24.4,7.59,8.73,20.69
9.09,5.97,15.3,8.7,22.38,9.68,24.42,4.46,8.85,21.28
8.04,6.28,15.9,7.73,16.92,11.21,23.97,4.85,8.56,21.05
6.5,3.83,16.21,5.24,16.51,8.78,22.74,1.63,6.35,19.89
5.74,3.15,16.92,3.52,17.58,7.17,22.14,-0.29,4.49,17.94
2.71,2.09,14.62,3.53,23.17,7.07,22.56,-1.85,0.55,18.37
1.53,0.11,13.77,0.73,18.22,6.49,22.55,-3.53,-1.16,18.15
0.55,-1.8,13.16,-0.79,19.51,6.58,22.98,-5.59,-2.68,19.17
-0.44,-1.37,13.19,1.07,20.37,4.99,24.59,-4.46,-1.32,20.54
1.09,-1.81,12.63,4.88,18.93,7.39,23.78,-3.74,0.98,18.91
4.56,-0.49,12.72,5.43,17.73,8.44,22.53,-0.25,2.93,17.89
3.95,1.31,12.5,7.85,17.38,8.68,23.3,-0.66,4.41,18.8
5.79,0.06,12.23,7.13,20.16,10.74,21.98,-0.46,7.42,17.71
6.6,1.31,12.43,7.22,18.23,8.56,22.17,1.16,6.58,18.64
8.44,4.35,10.83,9.79,16.78,9.0,23.19,2.89,11.65,19.37
8.11,5.29,11.73,7.87,15.68,11.0,23.65,7.16,9.47,20.14
6.55,5.11,12.9,8.23,18.12,11.9,24.61,6.15,10.18,21.53
5.38,0.97,11.56,4.19,22.97,11.44,25.46,3.38,6.11,22.03
5.18,3.57,10.45,4.33,19.79,7.3,25.23,-1.75,0.72,21.93
4.96,4.41,10.59,5.93,18.55,6.03,23.14,-1.72,-1.17,20.58
2.72,4.03,11.28,3.84,25.76,7.5,20.76,0.77,-1.54,17.92
5.6,4.74,8.75,5.65,25.52,6.79,20.78,0.05,-0.33,16.78
8.02,4.21,9.96,8.11,21.21,5.5,21.29,-1.31,3.39,17.17
7.28,5.58,12.04,6.8,17.5,6.55,22.05,0.68,6.12,17.4
8.04,4.68,11.25,6.77,18.35,7.92,22.7,0.38,7.48,18.13
7.52,5.68,11.56,5.79,19.17,7.24,22.99,1.09,6.39,19.42
5.13,0.88,13.93,1.58,18.72,5.72,23.28,-1.52,2.98,20.31
4.43,-1.8,11.75,0.59,20.65,4.04,23.45,-3.82,2.03,20.83
5.33,0.57,11.43,-1.17,25.28,3.74,23.6,-2.71,1.19,20.67
6.73,4.48,12.79,0.9,17.12,5.68,23.53,-1.0,2.01,20.4
5.22,0.37,12.34,4.27,17.73,5.31,23.07,-0.04,2.98,19.43
7.23,2.28,12.43,6.51,18.16,4.47,23.0,-0.8,5.02,18.93
7.27,4.06,12.23,4.37,18.93,5.46,22.81,-0.38,5.21,18.97
5.13,1.27,12.44,2.03,16.75,5.25,22.59,-1.32,2.56,19.56
3.88,-0.49,13.08,1.79,16.63,3.77,22.81,-3.43,0.56,19.69
6.8,1.07,14.44,4.13,21.52,2.95,22.83,-6.41,3.37,19.82
6.73,3.42,15.27,6.12,20.8,5.86,22.79,-1.27,5.86,20.33
8.07,5.59,13.77,8.47,21.19,8.45,22.55,0.31,9.04,19.48
4.93,1.28,11.85,5.36,24.27,9.08,24.38,0.05,5.48,20.07
6.0,2.44,11.0,5.27,26.8,6.6,24.99,-1.29,3.54,20.91
5.8,4.77,13.61,6.41,21.96,7.3,25.21,-2.91,2.65,21.69
4.39,2.98,12.18,1.77,26.06,7.37,25.32,-0.66,2.47,21.65
1.35,-1.0,12.39,1.01,23.28,5.22,25.21,-3.38,-0.61,21.6
-1.03,-1.54,14.79,1.92,19.16,5.62,25.3,-8.3,-0.76,21.74
-1.15,-3.03,18.05,-1.05,19.65,6.59,25.79,-7.01,-0.58,22.44
1.21,-3.52,16.12,0.24,20.73,5.47,24.52,-6.44,-2.54,20.6
-1.34,-4.84,13.94,2.14,22.16,3.55,22.58,-6.75,-1.13,18.81
-1.48,-6.72,14.31,-0.98,20.4,4.42,22.1,-7.23,-0.64,18.73
-2.8,-5.49,14.36,-0.16,28.07,3.49,21.66,-6.99,-1.5,18.33
-0.02,-4.49,11.3,4.9,29.31,4.54,21.1,-7.8,1.2,17.29
5.85,-0.13,10.02,7.21,21.86,6.62,21.68,-2.02,5.34,18.06
5.23,1.64,9.42,4.3,20.81,6.9,23.41,-0.95,4.9,19.6
4.16,0.9,9.55,0.06,22.75,5.35,23.0,-0.5,1.25,18.49
1.94,-0.69,10.37,0.88,24.27,4.46,23.02,-3.32,-0.06,18.09
0.05,-1.27,11.29,-0.57,26.98,5.29,22.87,-5.16,0.48,19.11
-0.19,-1.17,13.3,-0.47,18.33,6.86,23.24,-5.09,-0.25,20.58
0.66,-1.46,13.51,0.52,18.25,9.59,24.09,-1.23,2.36,21.1
0.95,-0.25,12.07,0.26,24.72,5.61,24.39,0.14,1.92,21.51
2.03,-0.48,12.78,-0.5,25.8,5.02,25.73,-1.52,0.94,22.89
1.09,-0.82,13.98,4.87,19.92,4.97,26.79,-4.94,-0.25,23.38
3.41,0.34,16.96,5.19,21.31,7.51,26.63,-5.75,0.58,23.26
3.47,0.55,17.5,8.11,25.32,7.88,24.19,-4.93,4.87,22.26
6.53,-0.15,16.32,6.77,24.0,8.43,21.52,-2.79,7.29,18.46
6.62,2.31,12.79,8.16,19.82,7.46,19.61,-0.22,7.0,16.73
7.5,4.34,11.93,7.0,16.37,9.08,20.96,0.11,7.56,17.26
5.23,4.58,12.85,4.78,17.7,9.98,23.09,0.97,7.32,20.07
4.82,3.16,14.17,4.27,21.33,7.05,25.33,0.06,3.98,22.37
5.02,1.42,15.61,4.46,17.04,6.9,28.03,-1.46,2.45,25.23
5.22,4.18,16.68,6.48,15.01,7.05,28.18,-2.19,1.32,26.05
4.56,4.65,17.04,4.94,17.31,8.66,26.54,1.62,2.97,24.9
5.3,2.94,15.98,5.43,18.1,7.89,24.77,1.31,4.48,22.79
5.67,4.03,15.24,7.79,19.78,8.38,23.98,2.53,5.31,21.47
6.47,4.81,14.73,8.27,21.33,9.98,24.18,4.08,6.0,21.65
6.29,4.9,17.07,7.17,20.66,10.7,25.14,2.98,6.54,23.18
6.24,4.98,18.26,5.74,16.86,9.57,26.25,3.04,6.11,24.99
6.32,5.46,18.0,7.44,17.66,8.92,26.8,3.89,5.42,25.2
6.64,6.85,20.54,8.68,17.34,9.45,26.03,3.7,7.17,25.94
8.03,1.83,18.46,7.48,17.67,11.71,27.51,3.55,7.35,27.49
6.26,-1.28,14.79,8.36,19.51,11.35,29.41,-1.94,6.73,27.69
6.25,2.03,16.13,6.71,23.3,10.18,28.33,-0.57,4.49,26.29
9.07,4.22,16.82,7.12,25.67,10.75,27.02,3.82,6.21,25.24
9.65,5.03,16.36,8.16,19.85,11.98,25.56,6.73,7.43,23.19
7.7,6.44,13.76,7.51,20.8,13.63,24.61,6.76,9.18,21.57
7.83,5.27,14.0,7.78,27.3,11.84,25.03,7.37,8.82,21.67
6.03,3.59,15.54,7.59,29.71,10.79,25.92,5.2,8.48,22.93
7.13,3.07,16.57,9.54,28.3,10.3,26.61,4.39,8.51,24.84
9.76,7.31,17.16,10.05,28.03,10.16,25.47,6.01,10.98,23.59
8.0,8.48,17.75,5.82,20.06,11.44,25.13,5.6,8.02,23.34
6.91,5.51,17.12,6.83,20.76,10.55,25.39,4.38,7.5,23.14
8.29,5.73,16.6,9.74,14.97,12.11,24.45,5.73,9.42,21.93
8.48,9.07,18.11,6.84,17.0,11.19,25.54,6.21,7.91,22.96
7.29,5.96,19.64,6.38,19.44,10.54,26.96,4.61,7.57,25.47
8.17,6.48,19.57,7.78,20.25,10.84,27.64,6.65,10.13,25.9
4.95,3.98,19.31,6.66,20.21,12.97,28.04,8.44,9.58,25.84
5.32,2.69,21.09,5.62,19.16,9.81,26.08,1.33,5.45,25.07
6.04,4.07,20.25,6.17,16.14,8.22,26.44,2.43,6.29,25.36
7.47,6.15,18.75,7.11,15.08,9.34,26.16,3.74,6.73,24.67
7.5,5.31,19.6,8.78,16.19,9.81,26.11,2.61,8.04,24.76
8.47,7.0,19.24,10.79,16.94,12.44,27.92,4.79,11.22,26.18
8.67,6.31,19.56,9.91,20.04,12.37,28.57,8.38,10.74,27.29
7.03,7.24,20.47,5.54,20.42,11.32,27.72,8.1,6.7,26.5
5.77,4.41,20.84,5.42,20.56,9.39,28.36,2.35,5.95,26.51
6.23,3.61,22.27,7.61,19.78,9.59,28.73,1.7,7.01,26.75
8.46,5.62,24.06,9.3,20.3,9.7,27.34,2.63,8.02,26.32
8.04,8.44,23.62,10.32,20.46,10.37,27.14,3.31,8.83,25.55
8.39,8.39,22.79,8.78,22.99,12.87,27.44,6.92,8.87,26.2
7.75,9.56,22.53,7.9,22.58,15.36,30.19,9.69,7.57,28.21
6.36,5.99,24.56,6.8,22.16,15.23,31.54,10.12,7.86,29.21
7.36,3.15,23.89,6.47,16.11,11.97,32.64,4.58,6.64,30.6
6.95,4.11,23.4,6.34,15.32,10.45,32.59,2.62,6.38,30.25
7.53,6.48,24.01,7.48,16.53,10.59,30.82,3.42,6.89,29.25
8.59,8.2,27.03,7.83,20.05,11.33,30.81,5.38,8.16,29.34
9.64,9.52,28.79,8.96,19.9,11.16,30.83,6.95,9.97,29.84
9.94,10.05,29.59,11.23,12.31,10.74,30.6,9.23,11.82,29.79
7.79,6.75,27.13,7.78,14.34,11.27,29.91,9.57,11.99,28.66
6.99,4.16,25.45,7.01,14.23,13.26,29.06,8.05,12.03,27.65
9.08,7.05,27.42,4.82,17.16,12.0,29.13,10.49,10.47,28.38
6.56,11.65,28.54,3.58,17.03,9.3,30.75,10.55,5.49,29.5
5.81,12.58,29.88,5.37,17.38,8.34,30.82,7.47,5.19,30.08
7.54,10.99,31.11,8.11,20.96,9.88,29.89,5.36,6.85,28.91
9.51,12.67,32.15,8.12,17.63,11.48,30.31,8.49,9.7,29.19
12.59,11.67,30.87,8.88,17.88,10.87,30.37,8.49,9.51,28.86
11.82,10.77,29.78,9.54,16.88,11.38,30.88,7.32,9.81,29.34
8.71,6.44,29.81,8.42,13.02,11.77,30.42,9.32,9.85,28.53
5.84,4.71,31.7,6.37,12.88,12.59,30.23,8.01,8.72,29.29
5.91,3.15,32.1,4.96,13.28,12.9,30.3,5.56,6.71,29.69
4.89,2.94,32.13,4.99,15.65,12.5,31.02,3.82,5.51,29.99
3.87,3.91,32.12,4.1,15.49,11.76,32.32,3.57,3.71,31.46
5.51,5.32,32.44,4.22,16.32,10.97,32.53,4.02,3.97,31.31
9.07,6.57,33.51,7.87,18.86,10.36,30.85,6.6,8.13,29.86
10.3,7.56,28.37,9.9,21.51,12.24,30.0,8.91,9.67,28.16
11.43,9.44,23.42,10.41,22.56,12.25,28.94,9.65,11.54,26.22
13.31,12.02,24.64,12.17,15.29,13.93,28.67,10.09,14.69,26.1
14.12,13.15,26.47,12.65,15.32,15.47,30.18,11.62,15.68,27.63
13.95,11.9,27.59,12.61,19.51,15.82,30.18,11.95,16.28,27.96
13.27,12.71,29.92,12.45,20.0,15.37,30.48,11.92,15.91,27.89
14.74,11.68,31.49,13.5,14.8,17.37,30.26,12.34,16.87,28.28
14.03,13.49,32.75,13.03,14.43,13.96,30.64,11.47,15.28,29.49
15.41,15.63,33.42,11.42,15.49,14.62,31.4,15.0,13.21,31.05
12.69,16.83,34.19,10.71,15.54,14.13,32.09,14.86,11.7,31.65
12.15,16.75,33.65,10.67,13.7,13.13,33.01,8.99,11.35,33.03
10.2,12.91,34.06,8.84,12.56,13.02,34.35,7.8,9.58,33.59
9.59,10.17,33.99,9.39,14.4,12.41,34.14,5.52,8.18,33.52
10.28,10.7,34.29,10.02,13.35,13.37,32.1,5.15,10.13,31.15
10.9,10.76,34.17,10.65,15.05,14.64,31.13,7.02,11.16,30.01
9.77,12.78,34.45,11.28,18.6,15.29,29.94,9.74,12.15,27.52
10.28,10.12,34.25,10.97,18.03,15.49,29.3,11.25,10.75,26.92
8.18,8.19,33.09,9.21,14.94,13.88,29.24,8.77,10.47,26.44
7.0,6.49,32.0,6.41,13.66,13.59,29.57,5.91,6.43,26.85
7.94,7.1,32.1,7.51,13.81,10.44,30.05,2.18,6.82,27.69
7.89,7.65,33.04,8.43,13.04,12.66,30.98,4.05,8.07,28.79
8.99,8.61,34.07,9.98,13.46,12.78,30.8,6.17,10.2,28.44
9.56,10.99,35.14,10.71,12.69,14.16,30.27,9.75,11.65,27.95
11.72,13.17,35.84,10.83,12.58,14.93,29.67,10.73,11.71,27.49
10.05,11.95,35.79,10.25,11.47,16.35,29.76,10.25,11.32,27.57
9.34,9.94,34.99,9.84,12.39,16.0,30.37,10.13,11.04,28.44
9.36,10.83,34.17,10.24,12.93,15.01,30.79,5.47,9.57,29.1
9.79,9.81,34.63,9.94,12.78,15.81,30.8,6.85,10.63,29.19
10.68,8.68,32.9,10.74,13.51,16.21,30.43,5.26,11.27,28.69
11.42,8.72,34.09,11.77,12.51,14.69,30.79,5.46,11.37,28.63
11.94,9.28,33.74,11.2,12.53,14.3,30.81,6.81,11.72,28.53
12.25,13.54,32.41,10.97,12.3,13.6,31.01,11.19,13.66,28.97
14.12,16.93,29.45,12.58,13.49,14.15,32.22,12.9,14.28,30.13
14.05,18.75,31.63,13.15,14.13,13.81,33.45,13.96,13.17,31.25
13.54,18.19,33.54,13.94,14.66,16.25,32.71,11.52,13.12,31.54
12.25,17.8,34.03,13.75,13.21,17.31,32.27,10.39,13.98,30.52
13.0,13.22,35.04,13.6,14.0,19.27,31.78,11.05,14.9,30.31
14.62,13.56,34.97,14.66,14.84,18.63,31.68,11.78,16.52,29.59
13.71,17.1,33.88,15.22,15.21,18.47,31.27,14.52,15.49,29.47
13.45,13.97,33.24,15.92,14.66,19.25,31.4,14.52,15.08,29.26
15.04,16.0,33.8,15.36,11.5,19.3,31.21,15.05,15.27,29.24
13.66,17.47,35.11,13.21,9.56,18.92,31.7,15.02,15.62,29.51
11.92,14.8,35.58,12.35,10.76,16.3,32.01,11.18,12.56,30.21
13.7,12.9,37.31,12.57,8.83,16.85,32.02,9.61,14.04,30.09
15.81,15.64,38.43,17.03,10.03,19.19,31.66,12.24,16.58,29.7
16.2,18.37,38.75,15.88,12.34,19.82,31.92,13.95,18.4,30.05
17.78,21.21,39.91,17.08,12.59,19.24,31.95,17.01,20.53,30.07
20.35,23.5,39.71,17.82,11.42,19.21,32.19,18.82,22.32,30.43
15.83,25.73,38.47,14.17,9.65,18.92,31.52,20.45,17.06,27.52
17.96,24.28,38.0,14.2,9.62,18.85,31.62,19.76,19.38,29.34
16.43,26.77,39.36,13.65,10.95,18.1,32.05,20.32,13.75,30.2
15.08,22.5,38.97,13.21,11.87,17.24,31.53,16.11,13.08,29.92
15.83,20.47,36.58,12.88,11.79,17.63,32.05,18.16,14.04,30.17
14.44,18.85,38.2,12.92,10.37,19.37,32.32,14.81,14.51,28.62
15.33,19.89,38.91,13.66,11.55,20.08,31.43,17.68,15.92,28.09
16.89,22.01,39.61,11.15,13.49,20.2,30.42,19.29,14.0,27.62
15.61,24.23,40.02,12.87,11.6,15.7,29.49,18.96,12.65,27.29
14.78,24.4,40.26,11.8,13.06,16.75,29.16,17.43,13.08,26.4
14.83,21.1,38.1,12.47,11.12,17.93,29.51,17.3,13.9,25.95
16.46,24.06,38.13,14.3,11.27,20.04,29.34,21.36,17.28,25.68
16.26,25.05,38.25,14.22,10.35,20.59,29.33,19.31,17.16,26.07
